Unnamed: 0,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,Date,Source PM2.5 AQI Value,PM2.5 AQI Value,Source  AQI Value, AQI Value
15,15,19.1,27.8,8.3,1011.4,35.0,0.0,16.1,24.4,38.9,50, , , ,05/15/2017,AQS,20,,.
16,16,,,,,,,,,,, , , ,05/16/2017,AQS,38,,.
17,17,,,,,,,,,,, , , ,05/17/2017,AQS,60,,.
18,18,,,,,,,,,,,o, ,o,05/18/2017,AQS,58,,.
19,19,26.1,33.9,21.1,1014.3,69.0,0.76,16.1,17.0,27.8,59.4,o, ,o,05/19/2017,AQS,60,,.
20,20,22.1,33.9,19.4,1019.8,74.0,0.0,16.1,15.6,27.8,31.7, , , ,05/20/2017,AQS,44,,.
21,21,17.4,22.8,15.0,1025.6,55.0,0.0,16.1,13.5,22.2,-, , , ,05/21/2017,AQS,28,,.
22,22,,,,,,,,,,,o, , ,05/22/2017,AQS,32,,.
23,23,,,,,,,,,,,o, , ,05/23/2017,AQS,54,,.
24,24,,,,,,,,,,,o, , ,05/24/2017,AQS,36,,.
25,25,17.6,23.9,14.4,1001.4,85.0,17.53,11.7,16.3,42.4,57.6,o, ,o,05/25/2017,AQS,20,,.
26,26,19.2,25.6,14.4,1004.8,72.0,6.35,16.1,17.4,31.7,51.9,o, , ,05/26/2017,AQS,27,,.
27,27,19.9,25.6,14.4,1012.6,73.0,0.0,16.1,5.9,16.5,-,o, , ,05/27/2017,AQS,45,,.
28,28,,,,,,,,,,,o, , ,05/28/2017,AQS,50,,.
29,29,,,,,,,,,,,o, , ,05/29/2017,AQS,37,,.
30,30,,,,,,,,,,,o, ,o,05/30/2017,AQS,42,,.
31,31,21.5,26.7,17.2,1016.3,84.0,4.32,14.6,11.7,24.1,27.8,o, ,o,05/31/2017,AQS,52,,.
1,1,22.4,29.4,17.2,1015.6,59.0,0.51,16.1,10.9,25.9,42.4, , , ,06/01/2017,AQS,41,,.
2,2,23.4,29.4,16.1,1015.9,44.0,0.0,16.1,13.9,39.6,61.1, , , ,06/02/2017,AQS,47,,.
3,3,23.2,30.0,16.1,1016.1,42.0,0.0,16.1,15.0,25.9,37, , , ,06/03/2017,AQS,53,,.
4,4,,,,,,,,,,, , , ,06/04/2017,AQS,56,,.
5,5,,,,,,,,,,,o, , ,06/05/2017,AQS,52,,.
6,6,,,,,,,,,,, , , ,06/06/2017,AQS,45,,.
7,7,19.0,23.3,17.0,1012.9,69.0,0.0,16.1,15.9,25.9,35.2, , , ,06/07/2017,AQS,39,,.
8,8,18.4,24.4,13.3,1015.4,61.0,0.0,16.1,11.7,20.6,-, , , ,06/08/2017,AQS,41,,.
9,9,21.6,28.9,13.3,1010.5,52.0,0.0,16.1,11.7,20.6,31.7, , , ,06/09/2017,AQS,47,,.
10,10,,,,,,,,,,, , , ,06/10/2017,AQS,50,,.
11,11,,,,,,,,,,, , , ,06/11/2017,AQS,56,,.
12,12,,,,,,,,,,, , , ,06/12/2017,AQS,66,,.
13,13,28.9,35.0,23.3,1015.3,65.0,0.0,16.1,12.2,22.2,-, , , ,06/13/2017,AQS,64,,.
14,14,29.1,35.0,23.9,1013.5,63.0,0.0,16.1,14.1,24.1,-, , , ,06/14/2017,AQS,61,,.
15,15,25.9,32.8,22.2,1015.0,61.0,0.0,16.1,12.4,22.2,-, , , ,06/15/2017,AQS,54,,.
16,16,,,,,,,,,,,o, ,o,06/16/2017,AQS,57,,.
17,17,,,,,,,,,,,o, ,o,06/17/2017,AQS,39,,.
18,18,,,,,,,,,,, , , ,06/18/2017,AQS,47,,.
19,19,28.2,31.1,22.0,1010.4,70.0,0.0,15.3,27.6,51.9,83.5,o, ,o,06/19/2017,AQS,35,,.
20,20,25.6,31.7,21.1,1014.3,67.0,13.46,16.1,14.4,27.8,44.6, , ,o,06/20/2017,AQS,33,,.
21,21,26.4,32.2,21.1,1015.0,64.0,0.0,16.1,15.4,25.9,37, , , ,06/21/2017,AQS,51,,.
22,22,,,,,,,,,,, , , ,06/22/2017,AQS,59,,.
23,23,,,,,,,,,,,o, , ,06/23/2017,AQS,44,,.
24,24,,,,,,,,,,,o, , ,06/24/2017,AQS,37,,.
25,25,26.8,31.7,22.2,1015.4,47.0,0.0,16.1,13.3,29.4,31.7, , , ,06/25/2017,AQS,38,,.
26,26,25.1,31.1,20.0,1017.6,33.0,0.0,16.1,15.2,25.9,38.9, , , ,06/26/2017,AQS,43,,.
27,27,24.1,28.9,20.0,1016.1,45.0,0.0,16.1,13.9,20.6,33.5,o, , ,06/27/2017,AQS,40,,.
28,28,,,,,,,,,,, , , ,06/28/2017,AQS,39,,.
29,29,,,,,,,,,,, , , ,06/29/2017,AQS,53,,.
30,30,,,,,,,,,,, , , ,06/30/2017,AQS,54,,.
1,1,28.0,34.4,22.8,1013.9,71.0,0.0,16.1,18.5,42.4,53.5,o, ,o,07/01/2017,AQS,40,,.
2,2,28.4,33.9,22.8,1015.8,65.0,16.51,16.1,8.1,22.2,-, , , ,07/02/2017,AQS,52,,.
3,3,28.9,33.9,23.9,1016.4,58.0,0.0,16.1,10.6,20.6,-, , , ,07/03/2017,AQS,51,,.
4,4,,,,,,,,,,,o, ,o,07/04/2017,AQS,90,,.
5,5,,,,,,,,,,,o, , ,07/05/2017,AQS,68,,.
6,6,,,,,,,,,,,o, , ,07/06/2017,AQS,38,,.
7,7,24.3,25.0,23.9,-,93.0,0.0,16.1,8.3,14.8,-,o, ,o,07/07/2017,AQS,26,,.
8,8,27.0,32.8,22.2,1009.9,61.0,0.25,16.1,11.7,24.1,38.9, , , ,07/08/2017,AQS,31,,.
9,9,25.5,32.2,20.6,1016.2,51.0,0.0,16.1,14.8,22.2,-, , , ,07/09/2017,AQS,35,,.
10,10,,,,,,,,,,, , , ,07/10/2017,AQS,54,,.
11,11,,,,,,,,,,, , , ,07/11/2017,AQS,57,,.
12,12,,,,,,,,,,, , , ,07/12/2017,AQS,54,,.
13,13,30.8,36.1,25.0,1017,64.0,0.0,16.1,13.5,24.1,33.5, , , ,07/13/2017,AQS,55,,.
14,14,29.9,36.1,22.8,1015.9,69.0,0.0,15.6,13.5,59.4,77.8,o, ,o,07/14/2017,AQS,50,,.
15,15,27.2,36.1,22.8,1014.4,70.0,18.54,16.1,13.5,24.1,33.5, , , ,07/15/2017,AQS,39,,.
16,16,,,,,,,,,,, , , ,07/16/2017,AQS,33,,.
17,17,,,,,,,,,,,o, ,o,07/17/2017,AQS,52,,.
18,18,,,,,,,,,,,o, ,o,07/18/2017,AQS,50,,.
19,19,29.6,36.1,25.0,1017.8,68.0,0.0,16.1,9.8,18.3,-, , , ,07/19/2017,AQS,56,,.
20,20,31.3,36.7,25.0,1015.8,59.0,0.0,16.1,11.1,18.3,-, , , ,07/20/2017,AQS,68,,.
21,21,31.7,36.7,26.1,1013.4,58.0,0.0,16.1,9.8,18.3,-, , , ,07/21/2017,AQS,64,,.
22,22,,,,,,,,,,,o, ,o,07/22/2017,AQS,46,,.
23,23,,,,,,,,,,,o, ,o,07/23/2017,AQS,33,,.
24,24,,,,,,,,,,,o, ,o,07/24/2017,AQS,32,,.
25,25,25.8,32.8,21.7,1016.4,61.0,0.0,16.1,18.1,25.9,37, , , ,07/25/2017,AQS,25,,.
26,26,25.0,29.4,20.6,1021.8,62.0,0.0,16.1,10.4,22.2,-, , , ,07/26/2017,AQS,31,,.
27,27,25.7,30.0,20.6,1016.3,79.0,0.0,16.1,15.6,22.2,-, , , ,07/27/2017,AQS,50,,.
28,28,,,,,,,,,,,o, ,o,07/28/2017,AQS,55,,.
29,29,,,,,,,,,,,o, , ,07/29/2017,AQS,26,,.
30,30,,,,,,,,,,, , , ,07/30/2017,AQS,25,,.
31,31,25.3,32.8,17.2,1018.8,57.0,0.0,16.1,4.4,16.5,-, , , ,07/31/2017,AQS,48,,.
1,1,26.6,32.8,18.9,1018.1,65.0,0.0,15.9,10.6,33.5,35.2,o, ,o,08/01/2017,AQS,55,,.
2,2,27.1,32.8,21.1,1017.5,68.0,0.0,16.1,10.4,25.9,40.7, , , ,08/02/2017,AQS,56,,.
3,3,26.7,32.2,22.2,1018.4,72.0,0.0,15.8,9.8,31.7,44.6,o, ,o,08/03/2017,AQS,54,,.
4,4,,,,,,,,,,, , , ,08/04/2017,AQS,56,,.
5,5,,,,,,,,,,, , , ,08/05/2017,AQS,25,,.
6,6,,,,,,,,,,, , , ,08/06/2017,AQS,33,,.
7,7,22.9,28.3,19.4,1017.9,83.0,7.37,13.4,11.1,22.2,-,o, , ,08/07/2017,AQS,34,,.
8,8,23.3,27.2,21.1,1015.5,78.0,30.99,15.4,12.4,20.6,29.4,o, , ,08/08/2017,AQS,39,,.
9,9,24.1,30.0,18.3,1021.8,58.0,1.02,15.9,7.4,16.5,-, , , ,08/09/2017,AQS,50,,.
10,10,,,,,,,,,,, , , ,08/10/2017,AQS,52,,.
11,11,,,,,,,,,,,o, ,o,08/11/2017,AQS,35,,.
12,12,,,,,,,,,,,o, ,o,08/12/2017,AQS,32,,.
13,13,24.8,30.0,21.1,1014.4,72.0,13.21,15.8,11.1,35.2,59.4,o, ,o,08/13/2017,AQS,38,,.
14,14,24.5,30.0,21.1,1016.4,75.0,0.0,16.1,6.3,18.3,-, , , ,08/14/2017,AQS,61,,.
15,15,25.1,28.3,21.7,1013.0,87.0,0.25,13.2,5.6,16.5,-,o, , ,08/15/2017,AQS,51,,.
16,16,,,,,,,,,,, , , ,08/16/2017,AQS,54,,.
17,17,,,,,,,,,,, , , ,08/17/2017,AQS,63,,.
18,18,,,,,,,,,,,o, ,o,08/18/2017,AQS,52,,.
19,19,27.9,32.8,25.0,1011.9,69.0,12.95,16.1,12.2,20.6,27.8,o, ,o,08/19/2017,AQS,35,,.
20,20,26.2,32.8,21.1,1018.0,59.0,0.25,15.9,11.7,27.8,40.7,o, ,o,08/20/2017,AQS,38,,.
21,21,26.8,32.2,21.1,1021.8,79.0,0.0,16.1,11.9,35.2,-,o, ,o,08/21/2017,AQS,55,,.
22,22,,,,,,,,,,, , ,o,08/22/2017,AQS,59,,.
23,23,,,,,,,,,,, , , ,08/23/2017,AQS,33,,.
24,24,,,,,,,,,,, , , ,08/24/2017,AQS,47,,.
25,25,23.1,28.9,18.3,1018.6,63.0,1.27,16.1,10.0,14.8,-,o, , ,08/25/2017,AQS,47,,.
26,26,23.1,27.2,18.3,1023.2,61.0,0.0,16.1,10.9,16.5,-, , , ,08/26/2017,AQS,44,,.
27,27,22.5,27.2,18.3,1023.5,61.0,0.0,16.1,11.5,24.1,-, , , ,08/27/2017,AQS,48,,.
28,28,,,,,,,,,,, , , ,08/28/2017,AQS,47,,.
29,29,,,,,,,,,,,o, , ,08/29/2017,AQS,32,,.
30,30,,,,,,,,,,, , , ,08/30/2017,AQS,38,,.
31,31,23.9,29.4,20.0,1015.5,70.0,0.0,16.1,9.3,16.5,29.4, , , ,08/31/2017,AQS,45,,.
1,1,20.3,30.0,17.2,1019.1,61.0,0.0,16.1,16.9,31.7,33.5, , , ,09/01/2017,AQS,41,,.
2,2,16.6,22.8,13.9,1020.7,82.0,9.65,13.0,14.8,24.1,29.4,o, , ,09/02/2017,AQS,26,,.
3,3,20.2,26.7,13.9,1015.2,78.0,9.91,14.3,11.1,22.2,33.5,o, , ,09/03/2017,AQS,25,,.
4,4,,,,,,,,,,, , , ,09/04/2017,AQS,54,,.
5,5,,,,,,,,,,,o, , ,09/05/2017,AQS,64,,.
6,6,,,,,,,,,,, , , ,09/06/2017,AQS,58,,.
7,7,18.7,23.9,15.0,1014.7,71.0,13.46,15.4,13.0,22.2,33.5,o, , ,09/07/2017,AQS,32,,.
8,8,19.1,25.0,13.3,1020.4,59.0,0.0,16.1,9.8,16.5,31.7, , , ,09/08/2017,AQS,33,,.
9,9,18.7,25.0,13.3,1025.0,60.0,0.0,16.1,13.1,20.6,29.4, , , ,09/09/2017,AQS,26,,.
10,10,,,,,,,,,,, , , ,09/10/2017,AQS,33,,.
11,11,,,,,,,,,,, , , ,09/11/2017,AQS,34,,.
12,12,,,,,,,,,,, , , ,09/12/2017,AQS,41,,.
13,13,22.0,26.7,17.2,1012.7,81.0,1.02,13.0,6.9,18.3,-,o, , ,09/13/2017,AQS,36,,.
14,14,23.6,27.8,19.4,1012.0,77.0,0.0,16.1,10.2,18.3,-,o, , ,09/14/2017,AQS,45,,.
15,15,23.8,28.3,19.4,1016.8,71.0,0.0,16.1,9.1,18.3,-, , , ,09/15/2017,AQS,33,,.
16,16,,,,,,,,,,, , , ,09/16/2017,AQS,51,,.
17,17,,,,,,,,,,, , , ,09/17/2017,AQS,50,,.
18,18,,,,,,,,,,, , , ,09/18/2017,AQS,54,,.
19,19,23.7,28.9,20.0,1015.3,78.0,0.0,16.1,19.3,25.9,-, , , ,09/19/2017,AQS,55,,.
20,20,25.2,31.1,20.0,1013.6,65.0,0.0,16.1,14.8,20.6,-, , , ,09/20/2017,AQS,50,,.
21,21,25.3,31.1,19.4,1016.4,65.0,0.0,16.1,8.5,16.5,-, , , ,09/21/2017,AQS,41,,.
22,22,,,,,,,,,,, , , ,09/22/2017,AQS,48,,.
23,23,,,,,,,,,,, , , ,09/23/2017,AQS,40,,.
24,24,,,,,,,,,,, , , ,09/24/2017,AQS,49,,.
25,25,26.6,33.3,19.4,1017.0,68.0,0.0,16.1,5.9,16.5,-, , , ,09/25/2017,AQS,55,,.
26,26,24.8,32.8,20.6,1015.5,75.0,0.0,16.1,13.9,20.6,-, , , ,09/26/2017,AQS,43,,.
27,27,27.2,32.8,20.6,1011.6,70.0,0.0,16.1,15.7,25.9,38.9, , , ,09/27/2017,AQS,38,,.
28,28,,,,,,,,,,, , , ,09/28/2017,AQS,40,,.
29,29,,,,,,,,,,, , , ,09/29/2017,AQS,51,,.
30,30,,,,,,,,,,, , , ,09/30/2017,AQS,43,,.
1,1,15.8,21.7,10.6,1028.2,55.0,0.0,16.1,14.8,27.8,-, , , ,10/01/2017,AQS,52,,.
2,2,17.1,23.3,10.6,1028.7,66.0,0.0,16.1,4.6,18.3,-, , , ,10/02/2017,AQS,60,,.
3,3,18.3,23.9,11.1,1033.6,64.0,0.0,16.1,8.7,14.8,-, , , ,10/03/2017,AQS,56,,.
4,4,,,,,,,,,,, , , ,10/04/2017,AQS,55,,.
5,5,,,,,,,,,,, , , ,10/05/2017,AQS,60,,.
6,6,,,,,,,,,,, , , ,10/06/2017,AQS,65,,.
7,7,23.5,29.4,18.3,1018.2,74.0,0.0,16.1,13.5,24.1,-, , , ,10/07/2017,AQS,52,,.
8,8,25.4,29.4,18.3,1015.0,88.0,0.0,15.8,17.4,25.9,-,o, , ,10/08/2017,AQS,29,,.
9,9,25.7,30.0,23.3,1012.7,88.0,13.21,15.0,19.8,35.2,48.2,o, , ,10/09/2017,AQS,29,,.
10,10,,,,,,,,,,, , , ,10/10/2017,AQS,37,,.
11,11,,,,,,,,,,,o, ,o,10/11/2017,AQS,38,,.
12,12,,,,,,,,,,,o, , ,10/12/2017,AQS,28,,.
13,13,17.1,20.0,15.6,1027.3,74.0,1.27,15.0,15.7,25.9,-,o, , ,10/13/2017,AQS,40,,.
14,14,18.3,21.7,15.6,1024.4,90.0,0.0,15.0,9.8,14.8,-, , , ,10/14/2017,AQS,47,,.
15,15,20.2,26.1,16.7,1017.6,89.0,0.0,14.5,14.4,22.2,35.2,o, , ,10/15/2017,AQS,53,,.
16,16,,,,,,,,,,,o, , ,10/16/2017,AQS,35,,.
17,17,,,,,,,,,,, , , ,10/17/2017,AQS,52,,.
18,18,,,,,,,,,,, , , ,10/18/2017,AQS,54,,.
19,19,15.2,22.2,7.2,1024.8,67.0,0.0,16.1,10.7,16.5,-, , , ,10/19/2017,AQS,60,,.
20,20,18.3,25.0,9.4,1022.6,60.0,0.0,16.1,9.8,22.2,-, , , ,10/20/2017,AQS,61,,.
21,21,17.7,25.6,11.1,1026.1,58.0,0.0,16.1,5.2,11.1,-, , , ,10/21/2017,AQS,67,,.
22,22,,,,,,,,,,, , , ,10/22/2017,AQS,61,,.
23,23,,,,,,,,,,, , , ,10/23/2017,AQS,52,,.
24,24,,,,,,,,,,,o, , ,10/24/2017,AQS,40,,.
25,25,15.7,22.8,12.8,1008.5,54.0,2.54,16.1,10.4,24.1,37, , , ,10/25/2017,AQS,49,,.
26,26,12.6,17.8,10.0,1010.7,52.0,0.0,16.1,20.0,29.4,38.9, , , ,10/26/2017,AQS,55,,.
27,27,12.4,21.7,6.1,1017.7,57.0,0.0,16.1,10.0,18.3,35.2, , , ,10/27/2017,AQS,64,,.
28,28,,,,,,,,,,, , , ,10/28/2017,AQS,55,,.
29,29,,,,,,,,,,,o, , ,10/29/2017,AQS,30,,.
30,30,,,,,,,,,,,o, , ,10/30/2017,AQS,54,,.
31,31,11.9,17.2,6.7,1017.4,52.0,2.29,16.1,11.1,18.3,-, , , ,10/31/2017,AQS,56,,.
1,1,11.3,17.8,6.7,1023.8,68.0,0.0,16.1,9.6,16.5,-,o, , ,11/01/2017,AQS,60,,.
2,2,15.8,25.0,7.8,1023.3,79.0,0.0,16.1,9.4,22.2,-, , , ,11/02/2017,AQS,61,,.
3,3,18.7,25.6,10.6,1019.3,80.0,0.0,16.1,10.7,22.2,-, , , ,11/03/2017,AQS,55,,.
4,4,,,,,,,,,,,o, , ,11/04/2017,AQS,55,,.
5,5,,,,,,,,,,,o, , ,11/05/2017,AQS,53,,.
6,6,,,,,,,,,,, , , ,11/06/2017,AQS,57,,.
7,7,10.3,19.4,6.0,1021.1,77.0,0.0,12.7,19.1,25.9,35.2,o, ,o,11/07/2017,AQS,53,,.
8,8,6.9,13.3,5.6,1023.3,83.0,27.18,15.1,18.7,25.9,-,o, , ,11/08/2017,AQS,58,,.
9,9,9.6,13.9,5.6,1021.7,79.0,0.25,15.9,10.2,16.5,-,o, , ,11/09/2017,AQS,71,,.
10,10,,,,,,,,,,,o, , ,11/10/2017,AQS,54,,.
11,11,,,,,,,,,,, , , ,11/11/2017,AQS,41,,.
12,12,,,,,,,,,,, , , ,11/12/2017,AQS,65,,.
13,13,7.3,11.7,-0.6,1027.4,74.0,3.56,15.4,9.8,18.3,-,o, , ,11/13/2017,AQS,86,,.
14,14,7.4,11.7,3.9,1027.4,70.0,3.3,15.6,12.2,22.2,-, , , ,11/14/2017,AQS,70,,.
15,15,7.2,12.8,1.7,1024.2,64.0,0.0,16.1,10.2,22.2,-, , , ,11/15/2017,AQS,67,,.
16,16,,,,,,,,,,,o, , ,11/16/2017,AQS,54,,.
17,17,,,,,,,,,,, , , ,11/17/2017,AQS,54,,.
18,18,,,,,,,,,,,o, , ,11/18/2017,AQS,61,,.
19,19,12.8,17.8,2.8,1001.9,57.0,1.78,16.1,28.5,46.5,77.8,o, , ,11/19/2017,AQS,46,,.
20,20,7.3,17.8,3.3,1019.2,41.0,0.0,16.1,18.1,29.4,42.4, , , ,11/20/2017,AQS,58,,.
21,21,9.1,16.7,3.3,1020.3,54.0,0.0,16.1,15.9,29.4,42.4, , , ,11/21/2017,AQS,56,,.
22,22,,,,,,,,,,,o, , ,11/22/2017,AQS,54,,.
23,23,,,,,,,,,,, , , ,11/23/2017,AQS,63,,.
24,24,,,,,,,,,,, , , ,11/24/2017,AQS,73,,.
25,25,8.2,15.6,0.0,1010.8,64.0,0.0,16.1,9.4,18.3,-, , , ,11/25/2017,AQS,66,,.
26,26,11.1,15.6,3.3,1015.0,47.0,0.0,16.1,12.2,27.8,46.5, , , ,11/26/2017,AQS,46,,.
27,27,9.1,16.7,3.3,1019.9,50.0,0.0,16.1,10.9,22.2,-, , , ,11/27/2017,AQS,60,,.
28,28,,,,,,,,,,, , , ,11/28/2017,AQS,52,,.
29,29,,,,,,,,,,, , , ,11/29/2017,AQS,52,,.
30,30,,,,,,,,,,, , , ,11/30/2017,AQS,45,,.
1,1,11.0,15.6,5.6,1021.3,66.0,0.25,16.1,13.5,29.4,-,o, , ,12/01/2017,AQS,58,,.
2,2,6.8,13.9,2.2,1025.1,72.0,0.0,16.1,4.4,13.0,-, , , ,12/02/2017,AQS,66,,.
3,3,8.6,13.9,2.2,1022.8,71.0,0.25,15.3,7.4,16.5,-,o, , ,12/03/2017,AQS,73,,.
4,4,,,,,,,,,,, , , ,12/04/2017,AQS,88,,.
5,5,,,,,,,,,,,o, , ,12/05/2017,AQS,58,,.
6,6,,,,,,,,,,,o, , ,12/06/2017,AQS,37,,.
7,7,7.2,13.9,4.4,1018.5,41.0,0.0,16.1,13.0,20.6,33.5, , , ,12/07/2017,AQS,39,,.
8,8,4.8,10.6,3.3,1018.8,47.0,0.0,16.1,8.7,18.3,-, , , ,12/08/2017,AQS,53,,.
9,9,1.9,5.6,0.0,1015.0,82.0,0.0,10.8,11.3,22.2,-, ,o, ,12/09/2017,AQS,63,,.
10,10,,,,,,,,,,, ,o, ,12/10/2017,AQS,57,,.
11,11,,,,,,,,,,, , , ,12/11/2017,AQS,52,,.
12,12,,,,,,,,,,, , , ,12/12/2017,AQS,51,,.
13,13,-2.1,9.4,-5.0,1008.5,35.0,0.0,15.6,27.4,42.4,63, , , ,12/13/2017,AQS,30,,.
14,14,3.2,6.7,-5.0,1006.6,42.0,0.0,15.9,21.1,38.9,51.9, ,o, ,12/14/2017,AQS,43,,.
15,15,-0.7,6.7,-2.2,1018.7,52.0,0.0,14.5,11.3,22.2,-, ,o, ,12/15/2017,AQS,58,,.
16,16,,,,,,,,,,, , , ,12/16/2017,AQS,60,,.
17,17,,,,,,,,,,, , , ,12/17/2017,AQS,75,,.
18,18,,,,,,,,,,, , , ,12/18/2017,AQS,71,,.
19,19,9.6,16.7,3.9,1015.0,65.0,0.0,16.1,8.7,20.6,-, , , ,12/19/2017,AQS,54,,.
20,20,10.1,16.7,4.4,1013.5,49.0,0.0,16.1,14.8,24.1,31.7, , , ,12/20/2017,AQS,56,,.
21,21,4.1,13.3,0.0,1021.3,50.0,0.0,16.1,6.9,14.8,-, , , ,12/21/2017,AQS,54,,.
22,22,,,,,,,,,,, , , ,12/22/2017,AQS,54,,.
23,23,,,,,,,,,,,o, , ,12/23/2017,AQS,56,,.
24,24,,,,,,,,,,,o, , ,12/24/2017,AQS,45,,.
25,25,3.1,7.8,-0.6,1017.1,52.0,0.0,16.1,19.8,40.7,66.5,o, , ,12/25/2017,AQS,44,,.
26,26,0.4,5.0,-1.1,1030.1,34.0,0.0,16.1,13.3,24.1,33.5, , , ,12/26/2017,AQS,42,,.
27,27,-0.3,3.9,-3.9,1032.5,47.0,0.0,16.1,14.6,27.8,42.4, , , ,12/27/2017,AQS,49,,.
28,28,,,,,,,,,,, , , ,12/28/2017,AQS,54,,.
29,29,,,,,,,,,,, , , ,12/29/2017,AQS,61,,.
30,30,,,,,,,,,,, ,o, ,12/30/2017,AQS,72,,.
31,31,-4.3,-2.8,-6.1,1022.5,49.0,0.0,16.1,22.2,33.5,44.6, ,o, ,12/31/2017,AQS,52,,.
1,1,-7.4,-3.3,-10.6,1031.7,48.0,0.0,16.1,16.7,25.9,38.9, , , ,01/01/2018,AQS,34,,.
2,2,-7.7,-3.3,-10.6,1034.5,40.0,0.0,16.1,16.7,31.7,42.4, , , ,01/02/2018,AQS,40,,.
3,3,-5.0,1.7,-10.6,1026.8,50.0,0.0,16.1,5.2,13.0,-, , , ,01/03/2018,AQS,63,,.
4,4,,,,,,,,,,, ,o, ,01/04/2018,AQS,42,,.
5,5,,,,,,,,,,, , , ,01/05/2018,AQS,11,,.
6,6,,,,,,,,,,, , , ,01/06/2018,AQS,21,,.
7,7,-9.3,-5.0,-13.3,1036.5,42.0,0.0,16.1,15.0,24.1,35.2, , , ,01/07/2018,AQS,34,,.
8,8,-3.9,2.2,-13.3,1026.2,46.0,0.0,16.1,15.2,22.2,-,o,o, ,01/08/2018,AQS,52,,.
9,9,3.3,10.6,-7.2,1022.7,84.0,1.52,11.1,10.0,20.6,27.8,o, , ,01/09/2018,AQS,59,,.
10,10,,,,,,,,,,, , , ,01/10/2018,AQS,79,,.
11,11,,,,,,,,,,, , , ,01/11/2018,AQS,71,,.
12,12,,,,,,,,,,,o, , ,01/12/2018,AQS,27,,.
13,13,7.2,18.0,-2.2,1015.5,72.0,8.38,14.3,29.1,57.6,77.8,o, , ,01/13/2018,AQS,16,,.
14,14,-5.2,-2.2,-8.3,1035.5,41.0,2.79,16.1,24.4,37.0,53.5, , , ,01/14/2018,AQS,27,,.
15,15,-4.5,0.0,-8.3,1036.1,55.0,0.0,16.1,12.8,18.3,-, , , ,01/15/2018,AQS,61,,.
16,16,,,,,,,,,,, , , ,01/16/2018,AQS,68,,.
17,17,,,,,,,,,,, ,o, ,01/17/2018,AQS,66,,.
18,18,,,,,,,,,,, , , ,01/18/2018,AQS,36,,.
19,19,3.1,10.6,-7.2,1019.4,41.0,0.0,16.1,8.9,22.2,-, , , ,01/19/2018,AQS,51,,.
20,20,4.7,17.2,-3.9,1016.5,50.0,0.0,16.1,11.1,24.1,27.8, , , ,01/20/2018,AQS,56,,.
21,21,6.6,17.2,-2.2,1020.8,68.0,0.0,16.1,5.9,13.0,-, , , ,01/21/2018,AQS,65,,.
22,22,,,,,,,,,,, , , ,01/22/2018,AQS,43,,.
23,23,,,,,,,,,,,o, , ,01/23/2018,AQS,32,,.
24,24,,,,,,,,,,, , , ,01/24/2018,AQS,20,,.
25,25,2.7,8.9,0.0,1028.5,48.0,0.0,16.1,19.8,33.5,50, , , ,01/25/2018,AQS,31,,.
26,26,2.6,10.0,-2.2,1037.4,55.0,0.0,16.1,8.3,14.8,-, , , ,01/26/2018,AQS,59,,.
27,27,8.2,17.2,-2.2,1032.4,55.0,0.0,16.1,18.7,29.4,42.4, , , ,01/27/2018,AQS,36,,.
28,28,,,,,,,,,,,o, , ,01/28/2018,AQS,54,,.
29,29,,,,,,,,,,,o, , ,01/29/2018,AQS,54,,.
30,30,,,,,,,,,,,o,o, ,01/30/2018,AQS,32,,.
31,31,-2.7,5.0,-6.1,1026.3,43.0,0.0,16.1,19.1,35.2,46.5, , , ,01/31/2018,AQS,32,,.
1,1,6.3,12.2,-6.1,1016.0,44.0,0.0,16.1,18.7,27.8,-, , , ,02/01/2018,AQS,44,,.
2,2,2.6,12.2,-5.0,1019.5,54.0,1.52,16.1,24.1,38.9,55.4,o, , ,02/02/2018,AQS,28,,.
3,3,-4.2,6.1,-8.3,1031.8,42.0,1.02,16.1,15.7,29.4,35.2, , , ,02/03/2018,AQS,34,,.
4,4,,,,,,,,,,,o,o, ,02/04/2018,AQS,40,,.
5,5,,,,,,,,,,,o, , ,02/05/2018,AQS,38,,.
6,6,,,,,,,,,,, , , ,02/06/2018,AQS,52,,.
7,7,1.6,6.1,-2.2,1027.1,77.0,0.0,11.6,8.0,16.5,-,o, , ,02/07/2018,AQS,71,,.
8,8,1.0,6.1,-3.3,1027.3,56.0,12.45,16.1,21.9,37.0,51.9, , , ,02/08/2018,AQS,56,,.
9,9,1.7,7.8,-3.3,1032.4,64.0,0.0,16.1,7.6,16.5,-, , , ,02/09/2018,AQS,65,,.
10,10,,,,,,,,,,,o, , ,02/10/2018,AQS,58,,.
11,11,,,,,,,,,,,o, , ,02/11/2018,AQS,38,,.
12,12,,,,,,,,,,,o, , ,02/12/2018,AQS,30,,.
13,13,3.2,6.7,0.6,1040.4,48.0,1.52,16.1,14.1,20.6,-,o, , ,02/13/2018,AQS,51,,.
14,14,4.7,11.7,0.6,1030.8,74.0,0.0,16.1,11.9,20.6,-, , , ,02/14/2018,AQS,54,,.
15,15,12.7,23.3,1.1,1015.0,81.0,1.02,16.1,13.3,25.9,35.2,o, , ,02/15/2018,AQS,42,,.
16,16,,,,,,,,,,,o, , ,02/16/2018,AQS,23,,.
