Unnamed: 0,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,Date,Source PM2.5 AQI Value,PM2.5 AQI Value,Source  AQI Value, AQI Value
26,26,25.2,32.2,21.1,1014.7,76.0,10.67,15.8,7.2,24.1,-,o, , ,08/26/2011,AQS,60,,.
27,27,25.3,32.2,21.1,1007.8,84.0,0.25,12.6,21.9,55.4,-,o, , ,08/27/2011,AQS,54,,.
28,28,,,,,,,,,,,o, , ,08/28/2011,AQS,52,,.
29,29,,,,,,,,,,, , , ,08/29/2011,AQS,53,,.
30,30,,,,,,,,,,, , , ,08/30/2011,AQS,56,,.
31,31,23.5,28.9,17.2,1022.2,56.0,0.0,16.1,4.4,14.8,-, , , ,08/31/2011,AQS,63,,.
1,1,23.6,28.9,18.9,1021.3,63.0,0.0,16.1,8.0,16.5,-, , , ,09/01/2011,AQS,60,,.
2,2,23.3,27.8,18.9,1018.4,70.0,4.06,15.6,10.9,20.6,-, , , ,09/02/2011,AQS,57,,.
3,3,24.1,27.8,20.0,1016.2,70.0,0.0,16.1,11.9,18.3,-, , , ,09/03/2011,AQS,66,,.
4,4,,,,,,,,,,, , , ,09/04/2011,AQS,83,,.
5,5,,,,,,,,,,,o, , ,09/05/2011,AQS,65,,.
6,6,,,,,,,,,,, , , ,09/06/2011,AQS,38,,.
7,7,19.9,23.3,17.8,1014.2,92.0,15.24,9.7,10.9,27.8,-,o, , ,09/07/2011,AQS,48,,.
8,8,22.7,26.1,21.0,1012.6,92.0,73.66,12.6,11.5,25.9,29.4,o, ,o,09/08/2011,AQS,45,,.
9,9,23.2,28.3,21.7,1010.9,91.0,28.96,12.1,8.5,22.2,-,o, , ,09/09/2011,AQS,43,,.
10,10,,,,,,,,,,, , , ,09/10/2011,AQS,58,,.
11,11,,,,,,,,,,, , , ,09/11/2011,AQS,62,,.
12,12,,,,,,,,,,, , , ,09/12/2011,AQS,58,,.
13,13,23.4,28.3,18.3,1015.5,70.0,0.0,15.9,8.9,22.2,-, , , ,09/13/2011,AQS,67,,.
14,14,24.4,30.6,18.3,1013.8,71.0,0.0,15.3,10.6,18.3,-, , , ,09/14/2011,AQS,69,,.
15,15,22.4,27.2,12.2,1013.4,71.0,0.0,15.9,16.5,40.7,50, , , ,09/15/2011,AQS,56,,.
16,16,,,,,,,,,,, , , ,09/16/2011,AQS,36,,.
17,17,,,,,,,,,,, , , ,09/17/2011,AQS,48,,.
18,18,,,,,,,,,,, , , ,09/18/2011,AQS,44,,.
19,19,18.2,21.1,12.8,1024.9,69.0,0.0,16.1,9.6,14.8,-, , , ,09/19/2011,AQS,41,,.
20,20,19.0,22.0,17.8,1020.3,83.0,0.0,15.1,11.7,16.5,-,o, , ,09/20/2011,AQS,52,,.
21,21,20.3,24.0,17.8,1021.2,89.0,4.06,12.2,5.6,14.8,-, , , ,09/21/2011,AQS,53,,.
22,22,,,,,,,,,,,o, , ,09/22/2011,AQS,53,,.
23,23,,,,,,,,,,,o, , ,09/23/2011,AQS,49,,.
24,24,,,,,,,,,,, , , ,09/24/2011,AQS,52,,.
25,25,22.6,26.1,18.9,1018.6,84.0,1.78,14.0,2.8,9.4,-,o, , ,09/25/2011,AQS,51,,.
26,26,23.2,26.7,20.6,1015.4,84.0,0.0,15.8,6.5,14.8,-, , , ,09/26/2011,AQS,50,,.
27,27,23.1,26.7,21.1,1013.1,89.0,0.25,15.1,8.1,14.8,-,o, , ,09/27/2011,AQS,51,,.
28,28,,,,,,,,,,, , , ,09/28/2011,AQS,50,,.
29,29,,,,,,,,,,,o, ,o,09/29/2011,AQS,54,,.
30,30,,,,,,,,,,, , , ,09/30/2011,AQS,53,,.
1,1,13.1,24.4,10.0,1008.0,68.0,0.0,15.9,21.1,27.8,44.6,o, , ,10/01/2011,AQS,33,,.
2,2,8.9,16.1,7.2,1011.2,80.0,10.92,15.3,15.4,24.1,37,o, , ,10/02/2011,AQS,34,,.
3,3,9.9,11.7,7.2,1016.1,75.0,1.02,16.1,7.8,16.5,-,o, , ,10/03/2011,AQS,41,,.
4,4,,,,,,,,,,, , , ,10/04/2011,AQS,46,,.
5,5,,,,,,,,,,, , , ,10/05/2011,AQS,56,,.
6,6,,,,,,,,,,, , , ,10/06/2011,AQS,51,,.
7,7,16.0,23.9,10.6,1029.7,69.0,0.0,16.1,2.8,16.5,-, , , ,10/07/2011,AQS,60,,.
8,8,17.1,23.9,10.6,1032.6,63.0,0.0,16.1,2.4,9.4,-, , , ,10/08/2011,AQS,58,,.
9,9,17.9,25.6,11.7,1030.9,68.0,0.0,16.1,3.7,11.1,-, , , ,10/09/2011,AQS,64,,.
10,10,,,,,,,,,,, , , ,10/10/2011,AQS,65,,.
11,11,,,,,,,,,,, , , ,10/11/2011,AQS,68,,.
12,12,,,,,,,,,,,o, , ,10/12/2011,AQS,43,,.
13,13,19.8,25.0,17.8,1006.9,91.0,15.49,9.7,7.8,18.3,-,o, ,o,10/13/2011,AQS,41,,.
14,14,19.8,22.2,17.0,1000.2,77.0,13.97,15.1,14.6,42.4,44.6,o, , ,10/14/2011,AQS,45,,.
15,15,16.3,22.8,10.0,1006.9,47.0,6.1,16.1,18.5,37.0,50, , , ,10/15/2011,AQS,43,,.
16,16,,,,,,,,,,, , , ,10/16/2011,AQS,42,,.
17,17,,,,,,,,,,, , , ,10/17/2011,AQS,53,,.
18,18,,,,,,,,,,, , , ,10/18/2011,AQS,59,,.
19,19,17.6,23.3,12.2,1003.7,83.0,9.65,12.9,15.6,40.7,50,o, , ,10/19/2011,AQS,43,,.
20,20,16.4,21.1,12.2,999.1,71.0,3.05,15.4,26.5,38.9,59.4,o, , ,10/20/2011,AQS,35,,.
21,21,12.6,20.0,8.3,1013.8,57.0,0.0,16.1,15.7,25.9,37, , , ,10/21/2011,AQS,43,,.
22,22,,,,,,,,,,, , , ,10/22/2011,AQS,56,,.
23,23,,,,,,,,,,, , , ,10/23/2011,AQS,65,,.
24,24,,,,,,,,,,, , , ,10/24/2011,AQS,63,,.
25,25,14.8,20.0,9.4,1020.4,61.0,3.3,15.6,11.1,25.9,38.9, , , ,10/25/2011,AQS,54,,.
26,26,14.8,20.0,9.4,1014.6,69.0,0.0,16.1,12.2,22.2,-,o, , ,10/26/2011,AQS,62,,.
27,27,15.6,20.0,11.1,1006.3,87.0,1.02,14.8,7.4,44.6,63,o, , ,10/27/2011,AQS,63,,.
28,28,,,,,,,,,,, , , ,10/28/2011,AQS,33,,.
29,29,,,,,,,,,,,o,o, ,10/29/2011,AQS,34,,.
30,30,,,,,,,,,,,o, , ,10/30/2011,AQS,48,,.
31,31,7.4,13.3,1.7,1027.7,67.0,0.0,16.1,5.0,14.8,-, , , ,10/31/2011,AQS,55,,.
1,1,11.0,16.1,3.3,1025.7,66.0,0.0,16.1,10.7,16.5,-,o, , ,11/01/2011,AQS,54,,.
2,2,9.7,16.1,5.0,1028.5,71.0,0.0,14.8,4.1,13.0,-, , , ,11/02/2011,AQS,64,,.
3,3,11.2,17.8,5.0,1021.5,68.0,0.0,16.1,9.6,16.5,-, , , ,11/03/2011,AQS,58,,.
4,4,,,,,,,,,,, , , ,11/04/2011,AQS,56,,.
5,5,,,,,,,,,,, , , ,11/05/2011,AQS,45,,.
6,6,,,,,,,,,,, , , ,11/06/2011,AQS,55,,.
7,7,10.5,19.4,2.8,1028.8,73.0,0.0,15.0,4.3,13.0,-, , , ,11/07/2011,AQS,58,,.
8,8,11.4,20.0,4.4,1025.6,69.0,0.0,15.6,5.6,11.1,-, , , ,11/08/2011,AQS,64,,.
9,9,10.8,20.0,5.0,1021.7,72.0,0.0,15.4,3.9,14.8,-, , , ,11/09/2011,AQS,66,,.
10,10,,,,,,,,,,,o, , ,11/10/2011,AQS,52,,.
11,11,,,,,,,,,,, , , ,11/11/2011,AQS,52,,.
12,12,,,,,,,,,,, , , ,11/12/2011,AQS,58,,.
13,13,12.2,17.8,0.6,1019.4,47.0,0.0,16.1,17.8,33.5,53.5, , , ,11/13/2011,AQS,56,,.
14,14,16.4,22.8,6.7,1014.5,53.0,0.0,16.1,20.4,29.4,38.9, , , ,11/14/2011,AQS,58,,.
15,15,18.7,22.8,12.2,1011.6,62.0,0.0,16.1,15.6,24.1,42.4, , , ,11/15/2011,AQS,51,,.
16,16,,,,,,,,,,,o, , ,11/16/2011,AQS,44,,.
17,17,,,,,,,,,,,o, , ,11/17/2011,AQS,38,,.
18,18,,,,,,,,,,, , , ,11/18/2011,AQS,62,,.
19,19,6.5,12.8,1.1,1030.1,47.0,0.0,16.1,15.2,22.2,-, , , ,11/19/2011,AQS,63,,.
20,20,12.9,18.3,2.8,1023.8,65.0,0.0,16.1,13.3,18.3,-, , , ,11/20/2011,AQS,63,,.
21,21,14.4,18.3,10.6,1022.2,88.0,1.27,10.0,7.6,20.6,-,o, , ,11/21/2011,AQS,67,,.
22,22,,,,,,,,,,,o, , ,11/22/2011,AQS,57,,.
23,23,,,,,,,,,,,o, , ,11/23/2011,AQS,35,,.
24,24,,,,,,,,,,, , , ,11/24/2011,AQS,58,,.
25,25,9.6,17.2,3.3,1024.7,62.0,0.0,16.1,8.0,14.8,-, , , ,11/25/2011,AQS,59,,.
26,26,9.6,17.2,3.3,1023.5,66.0,0.0,16.1,5.2,11.1,-, , , ,11/26/2011,AQS,66,,.
27,27,12.8,22.2,4.4,1021.0,70.0,0.0,16.1,10.6,31.7,50, , , ,11/27/2011,AQS,56,,.
28,28,,,,,,,,,,, , , ,11/28/2011,AQS,51,,.
29,29,,,,,,,,,,,o, , ,11/29/2011,AQS,33,,.
30,30,,,,,,,,,,, , , ,11/30/2011,AQS,29,,.
1,1,6.6,11.1,3.3,1023.0,51.0,0.0,16.1,18.3,27.8,40.7, , , ,12/01/2011,AQS,48,,.
2,2,6.4,12.8,1.1,1027.8,62.0,0.0,15.9,4.4,16.5,-, , , ,12/02/2011,AQS,65,,.
3,3,6.3,12.8,1.1,1036.3,58.0,0.0,16.1,8.3,18.3,-, , , ,12/03/2011,AQS,57,,.
4,4,,,,,,,,,,, , , ,12/04/2011,AQS,58,,.
5,5,,,,,,,,,,, , , ,12/05/2011,AQS,65,,.
6,6,,,,,,,,,,, , , ,12/06/2011,AQS,41,,.
7,7,13.2,15.0,9.0,1013.2,99.0,29.72,7.4,12.0,42.4,-,o, , ,12/07/2011,AQS,32,,.
8,8,4.7,15.6,1.7,1019.5,62.0,54.86,14.8,21.7,50.0,53.5,o, , ,12/08/2011,AQS,55,,.
9,9,5.2,10.6,1.1,1026.6,66.0,0.0,16.1,7.2,20.6,-, , , ,12/09/2011,AQS,62,,.
10,10,,,,,,,,,,, , , ,12/10/2011,AQS,46,,.
11,11,,,,,,,,,,, , , ,12/11/2011,AQS,66,,.
12,12,,,,,,,,,,, , , ,12/12/2011,AQS,71,,.
13,13,4.7,11.1,-1.6,1031.4,59.0,0.0,15.8,8.0,24.1,-, , , ,12/13/2011,AQS,71,,.
14,14,6.5,11.1,-1.0,1029.7,62.0,0.0,15.9,3.9,11.1,-, , , ,12/14/2011,AQS,69,,.
15,15,10.3,17.2,3.9,1021.1,64.0,0.0,16.1,15.9,33.5,48.2,o, , ,12/15/2011,AQS,64,,.
16,16,,,,,,,,,,, , , ,12/16/2011,AQS,54,,.
17,17,,,,,,,,,,, , , ,12/17/2011,AQS,60,,.
18,18,,,,,,,,,,, ,o, ,12/18/2011,AQS,62,,.
19,19,3.5,11.1,-1.7,1024.6,64.0,0.0,16.1,10.9,22.2,-, , , ,12/19/2011,AQS,65,,.
20,20,10.4,13.3,8.3,1020.0,56.0,0.0,16.1,6.3,13.0,-, , , ,12/20/2011,AQS,56,,.
21,21,11.3,15.6,7.2,1016.7,78.0,0.0,15.1,11.1,29.4,37,o, , ,12/21/2011,AQS,64,,.
22,22,,,,,,,,,,, , , ,12/22/2011,AQS,59,,.
23,23,,,,,,,,,,,o, , ,12/23/2011,AQS,46,,.
24,24,,,,,,,,,,, , , ,12/24/2011,AQS,57,,.
25,25,4.2,8.9,1.1,1026.0,67.0,0.0,16.1,9.8,20.6,-, , , ,12/25/2011,AQS,61,,.
26,26,7.4,10.0,1.1,1022.5,47.0,0.0,16.1,17.2,38.9,48.2, , , ,12/26/2011,AQS,52,,.
27,27,6.7,13.0,3.9,1017.8,71.0,0.0,13.5,12.0,29.4,-,o, , ,12/27/2011,AQS,53,,.
28,28,,,,,,,,,,, , , ,12/28/2011,AQS,38,,.
29,29,,,,,,,,,,, , , ,12/29/2011,AQS,62,,.
30,30,,,,,,,,,,, , , ,12/30/2011,AQS,60,,.
31,31,11.1,16.7,1.7,1012.6,62.0,0.0,16.1,14.6,33.5,44.6,o, , ,12/31/2011,AQS,60,,.
1,1,9.1,16.7,3.3,1017.3,67,0.0,15.6,11.1,25.9,-, , , ,01/01/2012,AQS,59,,.
2,2,6.7,15.6,2.2,1012.1,41,0.0,16.1,23.3,46.5,64.8, , , ,01/02/2012,AQS,48,,.
3,3,-0.4,9.4,-3.3,1016.8,42,0.0,16.1,24.6,44.6,63, , , ,01/03/2012,AQS,51,,.
4,4,,,,,,,,,,, , , ,01/04/2012,AQS,49,,.
5,5,,,,,,,,,,, , , ,01/05/2012,AQS,63,,.
6,6,,,,,,,,,,, , , ,01/06/2012,AQS,60,,.
7,7,10.1,20.0,0.6,1010.6,52,0.0,15.9,10.7,20.6,31.7, , , ,01/07/2012,AQS,64,,.
8,8,9.3,20.0,2.2,1021.6,43,0.0,16.1,13.9,20.6,33.5, , , ,01/08/2012,AQS,56,,.
9,9,2.8,11.1,0.6,1027.0,63,0.0,13.7,7.8,16.5,-, ,o, ,01/09/2012,AQS,52,,.
10,10,,,,,,,,,,, , , ,01/10/2012,AQS,61,,.
11,11,,,,,,,,,,,o, , ,01/11/2012,AQS,64,,.
12,12,,,,,,,,,,,o, , ,01/12/2012,AQS,50,,.
13,13,6.4,13.9,2.2,1002.0,53,1.27,16.1,24.8,40.7,53.5, , , ,01/13/2012,AQS,55,,.
14,14,0.3,10.6,-2.8,1017.3,45,0.0,16.1,12.8,22.2,31.7, , , ,01/14/2012,AQS,54,,.
15,15,-0.5,3.9,-2.8,1026.5,42,0.0,16.1,18.5,25.9,33.5, , , ,01/15/2012,AQS,59,,.
16,16,,,,,,,,,,, , , ,01/16/2012,AQS,54,,.
17,17,,,,,,,,,,,o, , ,01/17/2012,AQS,64,,.
18,18,,,,,,,,,,, , , ,01/18/2012,AQS,55,,.
19,19,0.0,4.4,-3.3,1021.5,-,0.0,16.1,14.3,29.4,38.9, , , ,01/19/2012,AQS,48,,.
20,20,2.6,5.0,-3.8,1020.2,44,0.0,16.1,16.1,29.4,40.7, , , ,01/20/2012,AQS,57,,.
21,21,-0.2,4.4,-2.2,1019.2,74,6.86,11.3,12.4,27.8,-,o,o, ,01/21/2012,AQS,61,,.
22,22,,,,,,,,,,, ,o, ,01/22/2012,AQS,60,,.
23,23,,,,,,,,,,,o, , ,01/23/2012,AQS,85,,.
24,24,,,,,,,,,,, , , ,01/24/2012,AQS,60,,.
25,25,6.0,13.3,2.2,1025.1,66,0.0,16.1,9.6,22.2,-, , , ,01/25/2012,AQS,64,,.
26,26,7.2,12.8,2.2,1019.9,74,0.0,14.0,4.6,13.0,-, , , ,01/26/2012,AQS,64,,.
27,27,12.6,17.0,8.3,1004.9,79,0.25,15.3,18.1,38.9,63, , , ,01/27/2012,AQS,58,,.
28,28,,,,,,,,,,, , , ,01/28/2012,AQS,52,,.
29,29,,,,,,,,,,, , , ,01/29/2012,AQS,40,,.
30,30,,,,,,,,,,, , , ,01/30/2012,AQS,54,,.
31,31,9.3,18.9,1.1,1023.2,41,0.0,16.1,16.9,29.4,38.9, , , ,01/31/2012,AQS,58,,.
1,1,13.7,22.2,4.4,1017.7,47.0,0.51,16.1,14.3,22.2,31.7,o, , ,02/01/2012,AQS,64,,.
2,2,12.2,22.2,8.9,1017.4,68.0,1.78,15.1,9.4,35.2,46.5,o, , ,02/02/2012,AQS,68,,.
3,3,6.0,7.8,4.4,1027.5,53.0,2.29,16.1,20.9,27.8,40.7, , , ,02/03/2012,AQS,52,,.
4,4,,,,,,,,,,,o, , ,02/04/2012,AQS,61,,.
5,5,,,,,,,,,,,o, , ,02/05/2012,AQS,64,,.
6,6,,,,,,,,,,, , , ,02/06/2012,AQS,58,,.
7,7,8.4,13.3,-1.6,1020.1,49.0,0.0,16.1,10.6,22.2,31.7, , , ,02/07/2012,AQS,64,,.
8,8,4.8,13.3,2.8,1023.7,66.0,0.0,15.0,9.4,18.3,-,o, , ,02/08/2012,AQS,60,,.
9,9,3.8,8.3,0.6,1023.0,58.0,2.79,14.5,15.2,29.4,38.9,o, , ,02/09/2012,AQS,57,,.
10,10,,,,,,,,,,, , , ,02/10/2012,AQS,55,,.
11,11,,,,,,,,,,,o,o, ,02/11/2012,AQS,55,,.
12,12,,,,,,,,,,, ,o, ,02/12/2012,AQS,51,,.
13,13,0.9,10.0,-5.0,1021.2,38.0,0.0,16.1,13.0,22.2,33.5, , , ,02/13/2012,AQS,56,,.
14,14,6.4,13.3,-4.3,1017.8,48.0,0.0,16.1,9.4,29.4,38.9, , , ,02/14/2012,AQS,66,,.
15,15,8.7,13.3,2.8,1020.4,52.0,0.0,16.1,12.0,25.9,40.7, , , ,02/15/2012,AQS,63,,.
16,16,,,,,,,,,,,o, , ,02/16/2012,AQS,60,,.
17,17,,,,,,,,,,, , , ,02/17/2012,AQS,61,,.
18,18,,,,,,,,,,, , , ,02/18/2012,AQS,62,,.
19,19,6.3,15.0,1.7,1017.5,45.0,0.0,16.1,18.5,29.4,37, , , ,02/19/2012,AQS,52,,.
20,20,4.6,10.0,1.1,1020.4,53.0,2.03,15.0,15.7,29.4,38.9, ,o, ,02/20/2012,AQS,58,,.
21,21,5.0,10.0,0.0,1024.3,54.0,0.0,16.1,12.0,29.4,42.4, , , ,02/21/2012,AQS,59,,.
22,22,,,,,,,,,,, , , ,02/22/2012,AQS,57,,.
23,23,,,,,,,,,,, , , ,02/23/2012,AQS,52,,.
24,24,,,,,,,,,,,o, ,o,02/24/2012,AQS,59,,.
25,25,6.9,13.9,1.7,1009.7,41.0,7.37,15.4,28.7,53.5,72.2, , , ,02/25/2012,AQS,54,,.
26,26,4.5,9.4,1.1,1028.4,39.0,0.0,16.1,17.6,37.0,57.6, , , ,02/26/2012,AQS,55,,.
27,27,8.1,17.8,1.1,1027.9,46.0,0.0,16.1,17.4,29.4,42.4, , , ,02/27/2012,AQS,58,,.
28,28,,,,,,,,,,, , , ,02/28/2012,AQS,57,,.
29,29,,,,,,,,,,,o, , ,02/29/2012,AQS,57,,.
1,1,15.2,21.1,5.0,1006.0,63.0,37.85,13.0,14.3,27.8,40.7,o, , ,03/01/2012,AQS,58,,.
2,2,9.0,21.1,4.4,1015.5,58.0,1.27,15.1,12.6,31.7,-,o, , ,03/02/2012,AQS,54,,.
3,3,11.1,17.2,4.4,1004.2,66.0,10.16,13.0,11.5,24.1,37,o, ,o,03/03/2012,AQS,50,,.
4,4,,,,,,,,,,, , , ,03/04/2012,AQS,56,,.
5,5,,,,,,,,,,, , , ,03/05/2012,AQS,60,,.
6,6,,,,,,,,,,, , , ,03/06/2012,AQS,56,,.
7,7,9.9,19.4,-1.6,1033.9,49.0,0.0,16.1,22.2,33.5,53.5, , , ,03/07/2012,AQS,60,,.
8,8,16.3,23.3,4.4,1024.8,57.0,0.0,16.1,28.3,46.5,63, , , ,03/08/2012,AQS,55,,.
9,9,13.8,23.3,7.8,1019.5,40.0,0.25,16.1,28.0,40.7,51.9,o, , ,03/09/2012,AQS,56,,.
10,10,,,,,,,,,,, , , ,03/10/2012,AQS,52,,.
11,11,,,,,,,,,,, , , ,03/11/2012,AQS,55,,.
12,12,,,,,,,,,,, , , ,03/12/2012,AQS,60,,.
13,13,19.1,27.2,7.2,1018.6,59.0,0.25,16.1,16.7,25.9,40.7,o, , ,03/13/2012,AQS,63,,.
14,14,19.6,27.2,12.2,1019.7,48.0,0.0,16.1,8.0,22.2,31.7, , , ,03/14/2012,AQS,60,,.
15,15,19.2,27.8,12.2,1021.5,52.0,0.0,16.1,8.7,25.9,31.7, , , ,03/15/2012,AQS,59,,.
16,16,,,,,,,,,,,o, , ,03/16/2012,AQS,80,,.
17,17,,,,,,,,,,, , , ,03/17/2012,AQS,75,,.
18,18,,,,,,,,,,, , , ,03/18/2012,AQS,47,,.
19,19,17.7,24.4,11.1,1022.4,72.0,0.0,16.1,10.6,16.5,-, , , ,03/19/2012,AQS,32,,.
20,20,19.2,24.4,13.3,1022.9,80.0,3.05,15.4,8.9,16.5,-,o, ,o,03/20/2012,AQS,30,,.
21,21,17.4,22.2,15.0,1025.3,83.0,2.79,11.6,5.2,18.3,-, , , ,03/21/2012,AQS,52,,.
22,22,,,,,,,,,,, , , ,03/22/2012,AQS,81,,.
23,23,,,,,,,,,,, , , ,03/23/2012,AQS,72,,.
24,24,,,,,,,,,,,o, , ,03/24/2012,AQS,64,,.
25,25,12.5,19.4,10.6,1009.6,91.0,7.62,12.4,15.7,27.8,-, , , ,03/25/2012,AQS,35,,.
26,26,14.2,16.7,10.6,1011.3,51.0,5.08,16.1,22.4,46.5,63, , , ,03/26/2012,AQS,24,,.
27,27,7.0,15.6,1.1,1025.5,27.0,0.0,16.1,17.0,35.2,50, , , ,03/27/2012,AQS,22,,.
28,28,,,,,,,,,,,o, , ,03/28/2012,AQS,46,,.
29,29,,,,,,,,,,, , , ,03/29/2012,AQS,27,,.
30,30,,,,,,,,,,,o, , ,03/30/2012,AQS,30,,.
31,31,12.0,17.8,6.1,1010.2,73.0,0.0,16.1,14.3,31.7,38.9, , , ,03/31/2012,AQS,50,,.
1,1,11.4,17.8,8.3,1011.1,68.0,0.0,16.1,13.1,25.9,-, , , ,04/01/2012,AQS,41,,.
2,2,13.1,17.8,8.3,1008.1,54.0,3.81,15.0,19.3,35.2,46.5,o, , ,04/02/2012,AQS,27,,.
3,3,13.7,22.8,5.6,1014.6,34.0,2.03,16.1,8.7,16.5,29.4, , , ,04/03/2012,AQS,31,,.
4,4,,,,,,,,,,, , , ,04/04/2012,AQS,40,,.
5,5,,,,,,,,,,, , , ,04/05/2012,AQS,25,,.
6,6,,,,,,,,,,, , , ,04/06/2012,AQS,23,,.
7,7,12.4,18.3,5.6,1020.3,26.0,0.0,16.1,18.5,27.8,48.2, , , ,04/07/2012,AQS,24,,.
8,8,15.7,23.3,5.6,1016.4,24.0,0.0,16.1,14.6,29.4,48.2, , , ,04/08/2012,AQS,29,,.
9,9,14.7,17.2,12.8,1012.7,34.0,0.0,16.1,13.9,18.3,-, , , ,04/09/2012,AQS,27,,.
10,10,,,,,,,,,,, , , ,04/10/2012,AQS,29,,.
11,11,,,,,,,,,,,o, , ,04/11/2012,AQS,26,,.
12,12,,,,,,,,,,, , , ,04/12/2012,AQS,30,,.
13,13,12.9,19.4,5.6,1023.3,37.0,0.0,16.1,12.0,18.3,31.7, , , ,04/13/2012,AQS,30,,.
14,14,15.1,23.9,7.2,1022.7,47.0,0.0,16.1,12.2,29.4,40.7, , , ,04/14/2012,AQS,42,,.
15,15,20.5,28.3,7.8,1017.7,50.0,0.0,16.1,13.5,25.9,-, , , ,04/15/2012,AQS,58,,.
16,16,,,,,,,,,,, , , ,04/16/2012,AQS,62,,.
17,17,,,,,,,,,,, , , ,04/17/2012,AQS,26,,.
18,18,,,,,,,,,,,o, , ,04/18/2012,AQS,38,,.
19,19,14.9,22.2,10.0,1019.6,63.0,1.27,14.8,4.1,14.8,-, , , ,04/19/2012,AQS,55,,.
20,20,17.2,24.4,10.0,1015.3,64.0,0.0,15.9,10.0,18.3,35.2, , , ,04/20/2012,AQS,45,,.
21,21,20.2,27.8,15.6,1008.0,64.0,0.0,15.9,17.6,46.5,61.1, , , ,04/21/2012,AQS,35,,.
22,22,,,,,,,,,,,o, , ,04/22/2012,AQS,16,,.
23,23,,,,,,,,,,,o, , ,04/23/2012,AQS,19,,.
24,24,,,,,,,,,,, , , ,04/24/2012,AQS,26,,.
25,25,14.2,21.7,5.6,1009.1,36.0,0.0,16.1,9.6,24.1,38.9, , , ,04/25/2012,AQS,43,,.
26,26,15.9,21.7,6.7,1008.6,67.0,0.25,15.8,10.6,27.8,-,o, , ,04/26/2012,AQS,48,,.
27,27,14.6,18.3,10.0,1013.1,45.0,0.51,16.1,22.6,37.0,66.5, , , ,04/27/2012,AQS,27,,.
28,28,,,,,,,,,,, , , ,04/28/2012,AQS,28,,.
29,29,,,,,,,,,,,o, , ,04/29/2012,AQS,33,,.
30,30,,,,,,,,,,, , , ,04/30/2012,AQS,41,,.
1,1,20.6,28.9,11.1,1017.3,63.0,3.81,15.6,11.5,18.3,27.8, , , ,05/01/2012,AQS,40,,.
2,2,20.2,28.9,15.6,1017.0,77.0,0.51,13.5,8.3,16.5,-, , , ,05/02/2012,AQS,58,,.
3,3,18.0,27.2,13.0,1019.6,76.0,0.0,14.6,11.5,16.5,-,o, , ,05/03/2012,AQS,55,,.
4,4,,,,,,,,,,,o, ,o,05/04/2012,AQS,51,,.
5,5,,,,,,,,,,, , , ,05/05/2012,AQS,53,,.
6,6,,,,,,,,,,, , , ,05/06/2012,AQS,23,,.
7,7,17.9,22.8,13.9,1018.4,69.0,0.0,16.1,15.2,25.9,-, , , ,05/07/2012,AQS,23,,.
8,8,19.3,23.9,13.9,1014.3,64.0,0.0,15.8,18.9,27.8,35.2,o, , ,05/08/2012,AQS,32,,.
9,9,21.2,23.9,15.6,1007.9,70.0,5.08,14.5,15.0,38.9,-,o, , ,05/09/2012,AQS,51,,.
10,10,,,,,,,,,,,o, , ,05/10/2012,AQS,29,,.
11,11,,,,,,,,,,, , , ,05/11/2012,AQS,28,,.
12,12,,,,,,,,,,, , , ,05/12/2012,AQS,55,,.
13,13,21.3,26.7,11.1,1022.2,57.0,0.0,16.1,14.1,27.8,37, , , ,05/13/2012,AQS,54,,.
14,14,20.1,26.7,16.7,1019.4,73.0,3.05,13.8,15.2,22.2,-,o, , ,05/14/2012,AQS,31,,.
15,15,21.4,26.1,16.7,1014.9,79.0,28.19,14.5,8.9,18.3,-,o, , ,05/15/2012,AQS,23,,.
16,16,,,,,,,,,,,o, ,o,05/16/2012,AQS,53,,.
17,17,,,,,,,,,,, , , ,05/17/2012,AQS,39,,.
18,18,,,,,,,,,,, , , ,05/18/2012,AQS,31,,.
19,19,20.4,28.9,12.8,1020.9,44.0,0.0,16.1,6.3,22.2,-, , , ,05/19/2012,AQS,28,,.
20,20,22.1,28.9,13.3,1020.8,48.0,0.0,16.1,13.5,27.8,38.9, , , ,05/20/2012,AQS,28,,.
21,21,21.0,27.2,15.0,1016.9,81.0,0.51,11.9,17.2,27.8,33.5,o, , ,05/21/2012,AQS,22,,.
22,22,,,,,,,,,,,o, , ,05/22/2012,AQS,28,,.
23,23,,,,,,,,,,,o, ,o,05/23/2012,AQS,53,,.
24,24,,,,,,,,,,, , , ,05/24/2012,AQS,56,,.
25,25,24.8,30.0,20.6,1019.5,74.0,0.0,16.1,10.4,18.3,-, , , ,05/25/2012,AQS,41,,.
26,26,25.3,30.0,21.7,1020.4,73.0,0.0,16.1,12.8,18.3,-, , , ,05/26/2012,AQS,43,,.
27,27,26.0,30.6,21.7,1020.1,67.0,0.0,16.1,14.8,20.6,-, , , ,05/27/2012,AQS,38,,.
28,28,,,,,,,,,,,o, , ,05/28/2012,AQS,41,,.
29,29,,,,,,,,,,, , , ,05/29/2012,AQS,49,,.
30,30,,,,,,,,,,,o, , ,05/30/2012,AQS,44,,.
31,31,25.1,29.4,20.6,1009.1,48.0,0.0,16.1,12.2,25.9,31.7, , , ,05/31/2012,AQS,45,,.
